,state_id,Title,Total,Partial vaccinated,Fully Vaccinated,Date
4327,36,West Bengal,22319689,17019095,5300594,2021-07-02 18:06:29
4328,37,Daman and Diu,231118,207893,23225,2021-07-02 18:06:29
4329,1,Andaman and Nicobar Islands,184103,159330,24773,2021-07-03 18:14:18
4330,2,Andhra Pradesh,16441282,13172868,3268414,2021-07-03 18:14:18
4331,3,Arunachal Pradesh,623711,534250,89461,2021-07-03 18:14:18
4332,4,Assam,7597121,6302541,1294580,2021-07-03 18:14:18
4333,5,Bihar,17118573,14723129,2395444,2021-07-03 18:14:18
4334,6,Chandigarh,551586,456634,94952,2021-07-03 18:14:18
4335,7,Chhattisgarh,8823500,7167424,1656076,2021-07-03 18:14:18
4336,8,Dadra and Nagar Haveli,230684,207936,22748,2021-07-03 18:14:18
4337,9,Delhi,8373332,6466496,1906836,2021-07-03 18:14:18
4338,10,Goa,980683,852875,127808,2021-07-03 18:14:18
4339,11,Gujarat,26552791,20653026,5899765,2021-07-03 18:14:18
4340,12,Haryana,9360295,7805669,1554626,2021-07-03 18:14:18
4341,13,Himachal Pradesh,3985889,3378237,607652,2021-07-03 18:14:18
4342,14,Jammu and Kashmir,4759759,4013073,746686,2021-07-03 18:14:18
4343,15,Jharkhand,7059365,5948380,1110985,2021-07-03 18:14:18
4344,16,Karnataka,23639206,19601804,4037402,2021-07-03 18:14:18
4345,17,Kerala,14764538,11162817,3601721,2021-07-03 18:14:18
4346,18,Ladakh,232133,173803,58330,2021-07-03 18:14:18
4347,19,Lakshadweep,55632,47084,8548,2021-07-03 18:14:18
4348,20,Madhya Pradesh,21594951,18782476,2812475,2021-07-03 18:14:18
4349,21,Maharashtra,33928829,27072332,6856497,2021-07-03 18:14:18
4350,22,Manipur,719567,643877,75690,2021-07-03 18:14:18
4351,23,Meghalaya,733404,649906,83498,2021-07-03 18:14:18
4352,24,Mizoram,600166,540493,59673,2021-07-03 18:14:18
4353,25,Nagaland,520859,456392,64467,2021-07-03 18:14:18
4354,26,Odisha,12202018,9995817,2206201,2021-07-03 18:14:18
4355,27,Puducherry,526345,454281,72064,2021-07-03 18:14:18
4356,28,Punjab,6894264,5710932,1183332,2021-07-03 18:14:18
4357,29,Rajasthan,25666108,21329040,4337068,2021-07-03 18:14:18
4358,30,Sikkim,501578,416397,85181,2021-07-03 18:14:18
4359,31,Tamil Nadu,16636165,13922204,2713961,2021-07-03 18:14:18
4360,32,Telangana,11631502,9939364,1692138,2021-07-03 18:14:18
4361,33,Tripura,2613487,1998901,614586,2021-07-03 18:14:18
4362,34,Uttar Pradesh,32596520,27776672,4819848,2021-07-03 18:14:18
4363,35,Uttarakhand,4527294,3664283,863011,2021-07-03 18:14:18
4364,36,West Bengal,22591117,17135494,5455623,2021-07-03 18:14:18
4365,37,Daman and Diu,235665,210780,24885,2021-07-03 18:14:18
4366,1,Andaman and Nicobar Islands,184515,159342,25173,2021-07-04 18:02:18
4367,2,Andhra Pradesh,16459822,13188358,3271464,2021-07-04 18:02:18
4368,3,Arunachal Pradesh,629024,538776,90248,2021-07-04 18:02:18
4369,4,Assam,7629506,6329978,1299528,2021-07-04 18:02:18
4370,5,Bihar,17255736,14835284,2420452,2021-07-04 18:02:18
4371,6,Chandigarh,558150,461440,96710,2021-07-04 18:02:18
4372,7,Chhattisgarh,8904745,7217817,1686928,2021-07-04 18:02:18
4373,8,Dadra and Nagar Haveli,234472,211206,23266,2021-07-04 18:02:18
4374,9,Delhi,8382839,6472151,1910688,2021-07-04 18:02:18
4375,10,Goa,990480,859902,130578,2021-07-04 18:02:18
4376,11,Gujarat,26815799,20835546,5980253,2021-07-04 18:02:18
4377,12,Haryana,9409759,7840063,1569696,2021-07-04 18:02:18
4378,13,Himachal Pradesh,3986005,3378319,607686,2021-07-04 18:02:18
4379,14,Jammu and Kashmir,4805884,4051232,754652,2021-07-04 18:02:18
4380,15,Jharkhand,7199780,6053155,1146625,2021-07-04 18:02:18
4381,16,Karnataka,23790590,19703988,4086602,2021-07-04 18:02:18
4382,17,Kerala,14790452,11179952,3610500,2021-07-04 18:02:18
4383,18,Ladakh,232795,174447,58348,2021-07-04 18:02:18
4384,19,Lakshadweep,55674,47084,8590,2021-07-04 18:02:18
4385,20,Madhya Pradesh,21602436,18783420,2819016,2021-07-04 18:02:18
4386,21,Maharashtra,34076028,27181244,6894784,2021-07-04 18:02:18
4387,22,Manipur,729209,653287,75922,2021-07-04 18:02:18
4388,23,Meghalaya,734356,650477,83879,2021-07-04 18:02:18
4389,24,Mizoram,600379,540706,59673,2021-07-04 18:02:18
4390,25,Nagaland,526913,461485,65428,2021-07-04 18:02:18
4391,26,Odisha,12237284,10017218,2220066,2021-07-04 18:02:18
4392,27,Puducherry,529509,455749,73760,2021-07-04 18:02:18
4393,28,Punjab,7017721,5800293,1217428,2021-07-04 18:02:18
4394,29,Rajasthan,25769650,21401946,4367704,2021-07-04 18:02:18
4395,30,Sikkim,501580,416397,85183,2021-07-04 18:02:18
4396,31,Tamil Nadu,16747198,14014851,2732347,2021-07-04 18:02:18
4397,32,Telangana,11648353,9945428,1702925,2021-07-04 18:02:18
4398,33,Tripura,2615391,2000280,615111,2021-07-04 18:02:18
4399,34,Uttar Pradesh,32629055,27802518,4826537,2021-07-04 18:02:18
4400,35,Uttarakhand,4588910,3710330,878580,2021-07-04 18:02:18
4401,36,West Bengal,22660276,17165989,5494287,2021-07-04 18:02:18
4402,37,Daman and Diu,235972,210825,25147,2021-07-04 18:02:18
4403,1,Andaman and Nicobar Islands,189428,160292,29136,2021-07-05 18:10:59
4404,2,Andhra Pradesh,16582123,13264570,3317553,2021-07-05 18:10:59
4405,3,Arunachal Pradesh,643509,549526,93983,2021-07-05 18:10:59
4406,4,Assam,7690157,6380179,1309978,2021-07-05 18:10:59
4407,5,Bihar,17384095,14935067,2449028,2021-07-05 18:10:59
4408,6,Chandigarh,566601,467197,99404,2021-07-05 18:10:59
4409,7,Chhattisgarh,9001750,7279827,1721923,2021-07-05 18:10:59
4410,8,Dadra and Nagar Haveli,242422,218210,24212,2021-07-05 18:10:59
4411,9,Delhi,8463689,6523882,1939807,2021-07-05 18:10:59
4412,10,Goa,1006988,870453,136535,2021-07-05 18:10:59
4413,11,Gujarat,27118289,21037286,6081003,2021-07-05 18:10:59
4414,12,Haryana,9515937,7907719,1608218,2021-07-05 18:10:59
4415,13,Himachal Pradesh,4047093,3387795,659298,2021-07-05 18:10:59
4416,14,Jammu and Kashmir,4872354,4101877,770477,2021-07-05 18:10:59
4417,15,Jharkhand,7301080,6126833,1174247,2021-07-05 18:10:59
4418,16,Karnataka,24185562,19965810,4219752,2021-07-05 18:10:59
4419,17,Kerala,14947001,11261270,3685731,2021-07-05 18:10:59
4420,18,Ladakh,235427,176300,59127,2021-07-05 18:10:59
4421,19,Lakshadweep,56206,47243,8963,2021-07-05 18:10:59
4422,20,Madhya Pradesh,22016213,18788825,3227388,2021-07-05 18:10:59
4423,21,Maharashtra,34404490,27418175,6986315,2021-07-05 18:10:59
4424,22,Manipur,759423,681970,77453,2021-07-05 18:10:59
4425,23,Meghalaya,747397,661498,85899,2021-07-05 18:10:59
4426,24,Mizoram,611825,548862,62963,2021-07-05 18:10:59
4427,25,Nagaland,538942,469971,68971,2021-07-05 18:10:59
4428,26,Odisha,12586866,10217642,2369224,2021-07-05 18:10:59
4429,27,Puducherry,539096,460594,78502,2021-07-05 18:10:59
4430,28,Punjab,7070442,5835504,1234938,2021-07-05 18:10:59
4431,29,Rajasthan,25821446,21436551,4384895,2021-07-05 18:10:59
4432,30,Sikkim,515248,423054,92194,2021-07-05 18:10:59
4433,31,Tamil Nadu,16920558,14153278,2767280,2021-07-05 18:10:59
4434,32,Telangana,11830169,10077461,1752708,2021-07-05 18:10:59
4435,33,Tripura,2630048,2009213,620835,2021-07-05 18:10:59
4436,34,Uttar Pradesh,33483868,28472822,5011046,2021-07-05 18:10:59
4437,35,Uttarakhand,4687985,3774218,913767,2021-07-05 18:10:59
4438,36,West Bengal,22960000,17285927,5674073,2021-07-05 18:10:59
4439,37,Daman and Diu,238562,211907,26655,2021-07-05 18:10:59
4440,1,Andaman and Nicobar Islands,196475,161400,35075,2021-07-06 18:01:44
4441,2,Andhra Pradesh,16633924,13298596,3335328,2021-07-06 18:01:44
4442,3,Arunachal Pradesh,654032,556622,97410,2021-07-06 18:01:44
4443,4,Assam,7712614,6396900,1315714,2021-07-06 18:01:44
4444,5,Bihar,17526845,15046903,2479942,2021-07-06 18:01:44
4445,6,Chandigarh,574184,472038,102146,2021-07-06 18:01:44
4446,7,Chhattisgarh,9044519,7307678,1736841,2021-07-06 18:01:44
4447,8,Dadra and Nagar Haveli,249703,224468,25235,2021-07-06 18:01:44
4448,9,Delhi,8498379,6543046,1955333,2021-07-06 18:01:44
4449,10,Goa,1021435,880174,141261,2021-07-06 18:01:44
4450,11,Gujarat,27331752,21181190,6150562,2021-07-06 18:01:44
4451,12,Haryana,9581886,7948436,1633450,2021-07-06 18:01:44
4452,13,Himachal Pradesh,4115822,3398020,717802,2021-07-06 18:01:44
4453,14,Jammu and Kashmir,4928467,4147987,780480,2021-07-06 18:01:44
4454,15,Jharkhand,7444490,6227928,1216562,2021-07-06 18:01:44
4455,16,Karnataka,24477242,20169876,4307366,2021-07-06 18:01:44
4456,17,Kerala,15062316,11322761,3739555,2021-07-06 18:01:44
4457,18,Ladakh,237455,177760,59695,2021-07-06 18:01:44
4458,19,Lakshadweep,56755,47468,9287,2021-07-06 18:01:44
4459,20,Madhya Pradesh,22028495,18792034,3236461,2021-07-06 18:01:44
4460,21,Maharashtra,34802542,27659911,7142631,2021-07-06 18:01:44
4461,22,Manipur,785691,706878,78813,2021-07-06 18:01:44
4462,23,Meghalaya,763595,674827,88768,2021-07-06 18:01:44
4463,24,Mizoram,620536,554889,65647,2021-07-06 18:01:44
4464,25,Nagaland,552125,478508,73617,2021-07-06 18:01:44
4465,26,Odisha,12923503,10418842,2504661,2021-07-06 18:01:44
4466,27,Puducherry,548593,463933,84660,2021-07-06 18:01:44
4467,28,Punjab,7095644,5853013,1242631,2021-07-06 18:01:44
4468,29,Rajasthan,25848234,21454435,4393799,2021-07-06 18:01:44
4469,30,Sikkim,527470,428512,98958,2021-07-06 18:01:44
4470,31,Tamil Nadu,17017222,14224524,2792698,2021-07-06 18:01:44
4471,32,Telangana,11966330,10173744,1792586,2021-07-06 18:01:44
4472,33,Tripura,2642602,2017943,624659,2021-07-06 18:01:44
4473,34,Uttar Pradesh,34513734,29305008,5208726,2021-07-06 18:01:44
4474,35,Uttarakhand,4762569,3821058,941511,2021-07-06 18:01:44
4475,36,West Bengal,23205213,17382673,5822540,2021-07-06 18:01:44
4476,37,Daman and Diu,240556,212882,27674,2021-07-06 18:01:44
4477,1,Andaman and Nicobar Islands,202865,162373,40492,2021-07-07 18:02:20
4478,2,Andhra Pradesh,16676789,13322285,3354504,2021-07-07 18:02:20
4479,3,Arunachal Pradesh,667128,565823,101305,2021-07-07 18:02:20
4480,4,Assam,7720505,6402476,1318029,2021-07-07 18:02:20
4481,5,Bihar,17610100,15113068,2497032,2021-07-07 18:02:20
4482,6,Chandigarh,580735,476076,104659,2021-07-07 18:02:20
4483,7,Chhattisgarh,9065399,7321544,1743855,2021-07-07 18:02:20
4484,8,Dadra and Nagar Haveli,256333,230342,25991,2021-07-07 18:02:20
4485,9,Delhi,8520756,6554851,1965905,2021-07-07 18:02:20
4486,10,Goa,1036104,889028,147076,2021-07-07 18:02:20
4487,11,Gujarat,27340027,21186487,6153540,2021-07-07 18:02:20
4488,12,Haryana,9617391,7967878,1649513,2021-07-07 18:02:20
4489,13,Himachal Pradesh,4173028,3406867,766161,2021-07-07 18:02:20
4490,14,Jammu and Kashmir,5003671,4209146,794525,2021-07-07 18:02:20
4491,15,Jharkhand,7515450,6276757,1238693,2021-07-07 18:02:20
4492,16,Karnataka,24739154,20354749,4384405,2021-07-07 18:02:20
4493,17,Kerala,15120585,11356275,3764310,2021-07-07 18:02:20
4494,18,Ladakh,238305,178128,60177,2021-07-07 18:02:20
4495,19,Lakshadweep,57324,47562,9762,2021-07-07 18:02:20
4496,20,Madhya Pradesh,22486768,18987978,3498790,2021-07-07 18:02:20
4497,21,Maharashtra,35444489,28046480,7398009,2021-07-07 18:02:20
4498,22,Manipur,816460,735358,81102,2021-07-07 18:02:20
4499,23,Meghalaya,775205,684309,90896,2021-07-07 18:02:20
4500,24,Mizoram,632113,562364,69749,2021-07-07 18:02:20
4501,25,Nagaland,564970,486470,78500,2021-07-07 18:02:20
4502,26,Odisha,13129991,10541012,2588979,2021-07-07 18:02:20
4503,27,Puducherry,558068,467894,90174,2021-07-07 18:02:20
4504,28,Punjab,7290636,5977846,1312790,2021-07-07 18:02:20
4505,29,Rajasthan,25937520,21492586,4444934,2021-07-07 18:02:20
4506,30,Sikkim,537467,432987,104480,2021-07-07 18:02:20
4507,31,Tamil Nadu,17093526,14279592,2813934,2021-07-07 18:02:20
4508,32,Telangana,11992695,10182849,1809846,2021-07-07 18:02:20
4509,33,Tripura,2648571,2022188,626383,2021-07-07 18:02:20
4510,34,Uttar Pradesh,35267463,29892445,5375018,2021-07-07 18:02:20
4511,35,Uttarakhand,4801508,3843884,957624,2021-07-07 18:02:20
4512,36,West Bengal,23366652,17454711,5911941,2021-07-07 18:02:20
4513,37,Daman and Diu,242494,213878,28616,2021-07-07 18:02:20
4514,1,Andaman and Nicobar Islands,208594,163284,45310,2021-07-08 18:11:17
4515,2,Andhra Pradesh,16715911,13347419,3368492,2021-07-08 18:11:17
4516,3,Arunachal Pradesh,679561,574598,104963,2021-07-08 18:11:17
4517,4,Assam,7730301,6409336,1320965,2021-07-08 18:11:17
4518,5,Bihar,18063158,15479479,2583679,2021-07-08 18:11:17
4519,6,Chandigarh,586654,479535,107119,2021-07-08 18:11:17
4520,7,Chhattisgarh,9152127,7374760,1777367,2021-07-08 18:11:17
4521,8,Dadra and Nagar Haveli,262596,235954,26642,2021-07-08 18:11:17
4522,9,Delhi,8679752,6666282,2013470,2021-07-08 18:11:17
4523,10,Goa,1047488,896123,151365,2021-07-08 18:11:17
4524,11,Gujarat,27347053,21189977,6157076,2021-07-08 18:11:17
4525,12,Haryana,9658310,7991006,1667304,2021-07-08 18:11:17
4526,13,Himachal Pradesh,4220136,3414079,806057,2021-07-08 18:11:17
4527,14,Jammu and Kashmir,5063909,4253650,810259,2021-07-08 18:11:17
4528,15,Jharkhand,7549569,6301519,1248050,2021-07-08 18:11:17
4529,16,Karnataka,24941814,20494591,4447223,2021-07-08 18:11:17
4530,17,Kerala,15221414,11393122,3828292,2021-07-08 18:11:17
4531,18,Ladakh,239589,179174,60415,2021-07-08 18:11:17
4532,19,Lakshadweep,57844,47717,10127,2021-07-08 18:11:17
4533,20,Madhya Pradesh,23209424,19540483,3668941,2021-07-08 18:11:17
4534,21,Maharashtra,35772811,28250166,7522645,2021-07-08 18:11:17
4535,22,Manipur,841124,758837,82287,2021-07-08 18:11:17
4536,23,Meghalaya,789963,696143,93820,2021-07-08 18:11:17
4537,24,Mizoram,649616,572405,77211,2021-07-08 18:11:17
4538,25,Nagaland,575372,492720,82652,2021-07-08 18:11:17
4539,26,Odisha,13275073,10623119,2651954,2021-07-08 18:11:17
4540,27,Puducherry,566525,470882,95643,2021-07-08 18:11:17
4541,28,Punjab,7317865,5994518,1323347,2021-07-08 18:11:17
4542,29,Rajasthan,26122903,21575079,4547824,2021-07-08 18:11:17
4543,30,Sikkim,546775,436734,110041,2021-07-08 18:11:17
4544,31,Tamil Nadu,17242667,14363188,2879479,2021-07-08 18:11:17
4545,32,Telangana,12106184,10249542,1856642,2021-07-08 18:11:17
4546,33,Tripura,2662612,2031459,631153,2021-07-08 18:11:17
4547,34,Uttar Pradesh,36067913,30535594,5532319,2021-07-08 18:11:17
4548,35,Uttarakhand,4836289,3865405,970884,2021-07-08 18:11:17
4549,36,West Bengal,23612813,17550438,6062375,2021-07-08 18:11:17
4550,37,Daman and Diu,244468,214981,29487,2021-07-08 18:11:17
4551,1,Andaman and Nicobar Islands,215725,164079,51646,2021-07-09 18:01:41
4552,2,Andhra Pradesh,16752650,13372990,3379660,2021-07-09 18:01:41
4553,3,Arunachal Pradesh,691414,583021,108393,2021-07-09 18:01:41
4554,4,Assam,7790895,6462249,1328646,2021-07-09 18:01:41
4555,5,Bihar,18380464,15741778,2638686,2021-07-09 18:01:41
4556,6,Chandigarh,594496,483886,110610,2021-07-09 18:01:41
4557,7,Chhattisgarh,9258662,7438953,1819709,2021-07-09 18:01:41
4558,8,Dadra and Nagar Haveli,269649,242023,27626,2021-07-09 18:01:41
4559,9,Delhi,8810952,6761634,2049318,2021-07-09 18:01:41
4560,10,Goa,1063046,904928,158118,2021-07-09 18:01:41
4561,11,Gujarat,27353299,21193413,6159886,2021-07-09 18:01:41
4562,12,Haryana,9768115,8055066,1713049,2021-07-09 18:01:41
4563,13,Himachal Pradesh,4258863,3419934,838929,2021-07-09 18:01:41
4564,14,Jammu and Kashmir,5088504,4271861,816643,2021-07-09 18:01:41
4565,15,Jharkhand,7573202,6318405,1254797,2021-07-09 18:01:41
4566,16,Karnataka,25276633,20709063,4567570,2021-07-09 18:01:41
4567,17,Kerala,15412596,11454395,3958201,2021-07-09 18:01:41
4568,18,Ladakh,240818,180257,60561,2021-07-09 18:01:41
4569,19,Lakshadweep,58285,47830,10455,2021-07-09 18:01:41
4570,20,Madhya Pradesh,23229284,19555644,3673640,2021-07-09 18:01:41
4571,21,Maharashtra,35975179,28386677,7588502,2021-07-09 18:01:41
4572,22,Manipur,854304,770529,83775,2021-07-09 18:01:41
4573,23,Meghalaya,801829,705803,96026,2021-07-09 18:01:41
4574,24,Mizoram,667224,580502,86722,2021-07-09 18:01:41
4575,25,Nagaland,586955,500263,86692,2021-07-09 18:01:41
4576,26,Odisha,13376305,10682934,2693371,2021-07-09 18:01:41
4577,27,Puducherry,574935,473954,100981,2021-07-09 18:01:41
4578,28,Punjab,7331991,6002896,1329095,2021-07-09 18:01:41
4579,29,Rajasthan,26199280,21609462,4589818,2021-07-09 18:01:41
4580,30,Sikkim,556100,440417,115683,2021-07-09 18:01:41
4581,31,Tamil Nadu,17335483,14417332,2918151,2021-07-09 18:01:41
4582,32,Telangana,12272850,10353167,1919683,2021-07-09 18:01:41
4583,33,Tripura,2681121,2043269,637852,2021-07-09 18:01:41
4584,34,Uttar Pradesh,36814185,31124499,5689686,2021-07-09 18:01:41
4585,35,Uttarakhand,4864248,3882032,982216,2021-07-09 18:01:41
4586,36,West Bengal,23853229,17633240,6219989,2021-07-09 18:01:41
4587,37,Daman and Diu,246282,216034,30248,2021-07-09 18:01:41
4588,1,Andaman and Nicobar Islands,222583,166096,56487,2021-07-10 18:15:39
4589,2,Andhra Pradesh,16945717,13472620,3473097,2021-07-10 18:15:39
4590,3,Arunachal Pradesh,701667,590002,111665,2021-07-10 18:15:39
4591,4,Assam,7910876,6565772,1345104,2021-07-10 18:15:39
4592,5,Bihar,18555157,15881330,2673827,2021-07-10 18:15:39
4593,6,Chandigarh,605255,490212,115043,2021-07-10 18:15:39
4594,7,Chhattisgarh,9331192,7492006,1839186,2021-07-10 18:15:39
4595,8,Dadra and Nagar Haveli,277619,249145,28474,2021-07-10 18:15:39
4596,9,Delhi,8890766,6814195,2076571,2021-07-10 18:15:39
4597,10,Goa,1083489,917304,166185,2021-07-10 18:15:39
4598,11,Gujarat,27637054,21372920,6264134,2021-07-10 18:15:39
4599,12,Haryana,9848083,8104736,1743347,2021-07-10 18:15:39
4600,13,Himachal Pradesh,4281031,3423175,857856,2021-07-10 18:15:39
4601,14,Jammu and Kashmir,5114832,4293518,821314,2021-07-10 18:15:39
4602,15,Jharkhand,7649649,6368144,1281505,2021-07-10 18:15:39
4603,16,Karnataka,25518726,20854108,4664618,2021-07-10 18:15:39
4604,17,Kerala,15667228,11544597,4122631,2021-07-10 18:15:39
4605,18,Ladakh,242115,181385,60730,2021-07-10 18:15:39
4606,19,Lakshadweep,58606,47936,10670,2021-07-10 18:15:39
4607,20,Madhya Pradesh,23916986,20128154,3788832,2021-07-10 18:15:39
4608,21,Maharashtra,36344221,28600239,7743982,2021-07-10 18:15:39
4609,22,Manipur,861136,776522,84614,2021-07-10 18:15:39
4610,23,Meghalaya,809993,712488,97505,2021-07-10 18:15:39
4611,24,Mizoram,671369,583307,88062,2021-07-10 18:15:39
4612,25,Nagaland,589915,502157,87758,2021-07-10 18:15:39
4613,26,Odisha,13443455,10726646,2716809,2021-07-10 18:15:39
4614,27,Puducherry,586989,479916,107073,2021-07-10 18:15:39
4615,28,Punjab,7387130,6045372,1341758,2021-07-10 18:15:39
4616,29,Rajasthan,26331376,21664006,4667370,2021-07-10 18:15:39
4617,30,Sikkim,560587,442125,118462,2021-07-10 18:15:39
4618,31,Tamil Nadu,17404688,14464514,2940174,2021-07-10 18:15:39
4619,32,Telangana,12395170,10417596,1977574,2021-07-10 18:15:39
4620,33,Tripura,2705451,2058009,647442,2021-07-10 18:15:39
4621,34,Uttar Pradesh,37165499,31368297,5797202,2021-07-10 18:15:39
4622,35,Uttarakhand,4889320,3899297,990023,2021-07-10 18:15:39
4623,36,West Bengal,24068021,17705150,6362871,2021-07-10 18:15:39
4624,37,Daman and Diu,248446,217152,31294,2021-07-10 18:15:39
4625,1,Andaman and Nicobar Islands,223059,166343,56716,2021-07-11 18:07:50
4626,2,Andhra Pradesh,17054306,13530165,3524141,2021-07-11 18:07:50
4627,3,Arunachal Pradesh,706004,593330,112674,2021-07-11 18:07:50
4628,4,Assam,8015929,6663892,1352037,2021-07-11 18:07:50
4629,5,Bihar,18592326,15907215,2685111,2021-07-11 18:07:50
4630,6,Chandigarh,611733,494636,117097,2021-07-11 18:07:50
4631,7,Chhattisgarh,9350244,7506260,1843984,2021-07-11 18:07:50
4632,8,Dadra and Nagar Haveli,280533,251628,28905,2021-07-11 18:07:50
4633,9,Delhi,8901626,6821204,2080422,2021-07-11 18:07:50
4634,10,Goa,1096064,925096,170968,2021-07-11 18:07:50
4635,11,Gujarat,27866090,21524473,6341617,2021-07-11 18:07:50
4636,12,Haryana,9878706,8123738,1754968,2021-07-11 18:07:50
4637,13,Himachal Pradesh,4281308,3423246,858062,2021-07-11 18:07:50
4638,14,Jammu and Kashmir,5149835,4314400,835435,2021-07-11 18:07:50
4639,15,Jharkhand,7674657,6385917,1288740,2021-07-11 18:07:50
4640,16,Karnataka,25624609,20921104,4703505,2021-07-11 18:07:50
4641,17,Kerala,15700974,11559011,4141963,2021-07-11 18:07:50
4642,18,Ladakh,242545,181815,60730,2021-07-11 18:07:50
4643,19,Lakshadweep,58734,47993,10741,2021-07-11 18:07:50
4644,20,Madhya Pradesh,23934917,20143867,3791050,2021-07-11 18:07:50
4645,21,Maharashtra,36525862,28703462,7822400,2021-07-11 18:07:50
4646,22,Manipur,865889,781122,84767,2021-07-11 18:07:50
4647,23,Meghalaya,810573,712955,97618,2021-07-11 18:07:50
4648,24,Mizoram,671701,583639,88062,2021-07-11 18:07:50
4649,25,Nagaland,594317,505475,88842,2021-07-11 18:07:50
4650,26,Odisha,13451477,10732651,2718826,2021-07-11 18:07:50
4651,27,Puducherry,594602,484522,110080,2021-07-11 18:07:50
4652,28,Punjab,7415803,6070212,1345591,2021-07-11 18:07:50
4653,29,Rajasthan,26410483,21723913,4686570,2021-07-11 18:07:50
4654,30,Sikkim,560587,442125,118462,2021-07-11 18:07:50
4655,31,Tamil Nadu,17489838,14521299,2968539,2021-07-11 18:07:50
4656,32,Telangana,12409905,10422316,1987589,2021-07-11 18:07:50
4657,33,Tripura,2708867,2060295,648572,2021-07-11 18:07:50
4658,34,Uttar Pradesh,37182190,31380936,5801254,2021-07-11 18:07:50
4659,35,Uttarakhand,4907160,3913957,993203,2021-07-11 18:07:50
4660,36,West Bengal,24157577,17733441,6424136,2021-07-11 18:07:50
4661,37,Daman and Diu,248747,217317,31430,2021-07-11 18:07:50
4662,1,Andaman and Nicobar Islands,230450,168328,62122,2021-07-12 18:02:09
4663,2,Andhra Pradesh,17357400,13680228,3677172,2021-07-12 18:02:09
4664,3,Arunachal Pradesh,717072,600139,116933,2021-07-12 18:02:09
4665,4,Assam,8264288,6895245,1369043,2021-07-12 18:02:09
4666,5,Bihar,18943852,16191133,2752719,2021-07-12 18:02:09
4667,6,Chandigarh,620721,500328,120393,2021-07-12 18:02:09
4668,7,Chhattisgarh,9371010,7521061,1849949,2021-07-12 18:02:09
4669,8,Dadra and Nagar Haveli,286921,257483,29438,2021-07-12 18:02:09
4670,9,Delhi,8937940,6843441,2094499,2021-07-12 18:02:09
4671,10,Goa,1113775,935694,178081,2021-07-12 18:02:09
4672,11,Gujarat,28122889,21694463,6428426,2021-07-12 18:02:09
4673,12,Haryana,9930266,8153273,1776993,2021-07-12 18:02:09
4674,13,Himachal Pradesh,4319288,3427554,891734,2021-07-12 18:02:09
4675,14,Jammu and Kashmir,5196038,4339069,856969,2021-07-12 18:02:09
4676,15,Jharkhand,7694498,6400833,1293665,2021-07-12 18:02:09
4677,16,Karnataka,25882198,21086849,4795349,2021-07-12 18:02:09
4678,17,Kerala,15911270,11633723,4277547,2021-07-12 18:02:09
4679,18,Ladakh,243556,182438,61118,2021-07-12 18:02:09
4680,19,Lakshadweep,59081,48058,11023,2021-07-12 18:02:09
4681,20,Madhya Pradesh,23973478,20157496,3815982,2021-07-12 18:02:09
4682,21,Maharashtra,37024077,28982004,8042073,2021-07-12 18:02:09
4683,22,Manipur,880377,794059,86318,2021-07-12 18:02:09
4684,23,Meghalaya,824300,723817,100483,2021-07-12 18:02:09
4685,24,Mizoram,685007,588460,96547,2021-07-12 18:02:09
4686,25,Nagaland,606945,512320,94625,2021-07-12 18:02:09
4687,26,Odisha,13502341,10773343,2728998,2021-07-12 18:02:09
4688,27,Puducherry,610205,493582,116623,2021-07-12 18:02:09
4689,28,Punjab,7618925,6190246,1428679,2021-07-12 18:02:09
4690,29,Rajasthan,26449059,21746599,4702460,2021-07-12 18:02:09
4691,30,Sikkim,570245,445999,124246,2021-07-12 18:02:09
4692,31,Tamil Nadu,17843953,14777773,3066180,2021-07-12 18:02:09
4693,32,Telangana,12589998,10533342,2056656,2021-07-12 18:02:09
4694,33,Tripura,2733684,2074654,659030,2021-07-12 18:02:09
4695,34,Uttar Pradesh,37697118,31757700,5939418,2021-07-12 18:02:09
4696,35,Uttarakhand,4931083,3930208,1000875,2021-07-12 18:02:09
4697,36,West Bengal,24356550,17798311,6558239,2021-07-12 18:02:09
4698,37,Daman and Diu,250704,218563,32141,2021-07-12 18:02:09
4699,1,Andaman and Nicobar Islands,236645,170392,66253,2021-07-13 18:16:03
4700,2,Andhra Pradesh,17589477,13817568,3771909,2021-07-13 18:16:03
4701,3,Arunachal Pradesh,726070,605243,120827,2021-07-13 18:16:03
4702,4,Assam,8346086,6961897,1384189,2021-07-13 18:16:03
4703,5,Bihar,19094504,16313606,2780898,2021-07-13 18:16:03
4704,6,Chandigarh,628577,505214,123363,2021-07-13 18:16:03
4705,7,Chhattisgarh,9381749,7528635,1853114,2021-07-13 18:16:03
4706,8,Dadra and Nagar Haveli,293418,263513,29905,2021-07-13 18:16:03
4707,9,Delhi,9067022,6936013,2131009,2021-07-13 18:16:03
4708,10,Goa,1127686,943067,184619,2021-07-13 18:16:03
4709,11,Gujarat,28376312,21860758,6515554,2021-07-13 18:16:03
4710,12,Haryana,10063614,8228952,1834662,2021-07-13 18:16:03
4711,13,Himachal Pradesh,4361944,3433064,928880,2021-07-13 18:16:03
4712,14,Jammu and Kashmir,5223791,4354531,869260,2021-07-13 18:16:03
4713,15,Jharkhand,7827456,6479490,1347966,2021-07-13 18:16:03
