,state_id,Title,Total,Partial vaccinated,Fully Vaccinated,Date
11542,36,West Bengal,112543022,67718099,44661372,2022-01-13 23:30
11543,37,Daman and Diu,555161,307376,246748,2022-01-13 23:30
11544,1,Andaman and Nicobar Islands,620299,321022,297562,2022-01-14 23:30
11545,2,Andhra Pradesh,75186104,42325490,32601443,2022-01-14 23:30
11546,3,Arunachal Pradesh,1519023,850880,663263,2022-01-14 23:30
11547,4,Assam,39739127,22847050,16854242,2022-01-14 23:30
11548,5,Bihar,106402700,61841054,44370527,2022-01-14 23:30
11549,6,Chandigarh,1915576,1085102,825501,2022-01-14 23:30
11550,7,Chhattisgarh,32092679,18992548,12997991,2022-01-14 23:30
11551,8,Dadra and Nagar Haveli,741829,436304,304398,2022-01-14 23:30
11552,9,Delhi,28373562,16396606,11869064,2022-01-14 23:30
11553,10,Goa,2512191,1369138,1135478,2022-01-14 23:30
11554,11,Gujarat,94485131,50057389,43950221,2022-01-14 23:30
11555,12,Haryana,37770467,21940547,15780531,2022-01-14 23:30
11556,13,Himachal Pradesh,11803997,6244440,5527498,2022-01-14 23:30
11557,14,Jammu and Kashmir,19767098,10163434,9545559,2022-01-14 23:30
11558,15,Jharkhand,32272050,20109882,12118531,2022-01-14 23:30
11559,16,Karnataka,91283985,50549212,40492357,2022-01-14 23:30
11560,17,Kerala,49389491,27318127,21928916,2022-01-14 23:30
11561,18,Ladakh,403704,223947,176664,2022-01-14 23:30
11562,19,Lakshadweep,113479,59114,53363,2022-01-14 23:30
11563,20,Madhya Pradesh,106974596,55962226,50744183,2022-01-14 23:30
11564,21,Maharashtra,142525548,84544813,57711969,2022-01-14 23:30
11565,22,Manipur,2381768,1358837,1017735,2022-01-14 23:30
11566,23,Meghalaya,2198539,1277543,911554,2022-01-14 23:30
11567,24,Mizoram,1392699,788759,598486,2022-01-14 23:30
11568,25,Nagaland,1383132,789232,590548,2022-01-14 23:30
11569,26,Odisha,53966903,31013450,22757782,2022-01-14 23:30
11570,27,Puducherry,1495878,905903,588021,2022-01-14 23:30
11571,28,Punjab,28576960,17934061,10616478,2022-01-14 23:30
11572,29,Rajasthan,88342830,50695591,37315192,2022-01-14 23:30
11573,30,Sikkim,1044048,550288,487170,2022-01-14 23:30
11574,31,Tamil Nadu,89687780,53272977,36343487,2022-01-14 23:30
11575,32,Telangana,50250970,29407672,20723406,2022-01-14 23:30
11576,33,Tripura,4858072,2697114,2149529,2022-01-14 23:30
11577,34,Uttar Pradesh,225854399,141055562,84468799,2022-01-14 23:30
11578,35,Uttarakhand,15082578,8315283,6696288,2022-01-14 23:30
11579,36,West Bengal,113223969,67909159,45107196,2022-01-14 23:30
11580,37,Daman and Diu,555678,307509,246990,2022-01-14 23:30
11581,1,Andaman and Nicobar Islands,621942,321766,297918,2022-01-15 23:30
11582,2,Andhra Pradesh,75218714,42327680,32630324,2022-01-15 23:30
11583,3,Arunachal Pradesh,1524869,853909,664913,2022-01-15 23:30
11584,4,Assam,39783380,22857775,16884923,2022-01-15 23:30
11585,5,Bihar,106809961,62028149,44570466,2022-01-15 23:30
11586,6,Chandigarh,1923376,1089217,828264,2022-01-15 23:30
11587,7,Chhattisgarh,32236968,19031349,13088860,2022-01-15 23:30
11588,8,Dadra and Nagar Haveli,743770,437090,305408,2022-01-15 23:30
11589,9,Delhi,28539803,16491303,11921869,2022-01-15 23:30
11590,10,Goa,2517332,1370776,1137565,2022-01-15 23:30
11591,11,Gujarat,94681450,50145352,44018598,2022-01-15 23:30
11592,12,Haryana,37895437,21995003,15843993,2022-01-15 23:30
11593,13,Himachal Pradesh,11815779,6248996,5529606,2022-01-15 23:30
11594,14,Jammu and Kashmir,19833063,10192459,9569634,2022-01-15 23:30
11595,15,Jharkhand,32446975,20214591,12182102,2022-01-15 23:30
11596,16,Karnataka,91413260,50586399,40569811,2022-01-15 23:30
11597,17,Kerala,49541453,27395101,21976956,2022-01-15 23:30
11598,18,Ladakh,404531,224214,176745,2022-01-15 23:30
11599,19,Lakshadweep,113767,59199,53399,2022-01-15 23:30
11600,20,Madhya Pradesh,107328968,56213587,50793087,2022-01-15 23:30
11601,21,Maharashtra,143079691,84726990,58032073,2022-01-15 23:30
11602,22,Manipur,2386718,1361467,1019283,2022-01-15 23:30
11603,23,Meghalaya,2203082,1279878,912727,2022-01-15 23:30
11604,24,Mizoram,1395082,789975,598989,2022-01-15 23:30
11605,25,Nagaland,1386092,791305,590815,2022-01-15 23:30
11606,26,Odisha,54182491,31101668,22859863,2022-01-15 23:30
11607,27,Puducherry,1497097,906409,588471,2022-01-15 23:30
11608,28,Punjab,28815897,18020960,10763266,2022-01-15 23:30
11609,29,Rajasthan,88790951,50865464,37547920,2022-01-15 23:30
11610,30,Sikkim,1044510,550497,487240,2022-01-15 23:30
11611,31,Tamil Nadu,89824440,53351596,36394664,2022-01-15 23:30
11612,32,Telangana,50291749,29419901,20750025,2022-01-15 23:30
11613,33,Tripura,4863767,2699316,2150869,2022-01-15 23:30
11614,34,Uttar Pradesh,228785388,142509466,85888861,2022-01-15 23:30
11615,35,Uttarakhand,15126682,8330296,6714146,2022-01-15 23:30
11616,36,West Bengal,113872705,68077398,45546975,2022-01-15 23:30
11617,37,Daman and Diu,556468,307714,247338,2022-01-15 23:30
11618,1,Andaman and Nicobar Islands,622131,321885,297941,2022-01-16 23:30
11619,2,Andhra Pradesh,75254989,42329259,32663311,2022-01-16 23:30
11620,3,Arunachal Pradesh,1525521,854253,665030,2022-01-16 23:30
11621,4,Assam,39813655,22863585,16907646,2022-01-16 23:30
11622,5,Bihar,107099120,62158916,44719840,2022-01-16 23:30
11623,6,Chandigarh,1927017,1091319,829563,2022-01-16 23:30
11624,7,Chhattisgarh,32268876,19038759,13110704,2022-01-16 23:30
11625,8,Dadra and Nagar Haveli,744530,437342,305902,2022-01-16 23:30
11626,9,Delhi,28563459,16506030,11928909,2022-01-16 23:30
11627,10,Goa,2517656,1370823,1137752,2022-01-16 23:30
11628,11,Gujarat,94806235,50226039,44048440,2022-01-16 23:30
11629,12,Haryana,37948533,22015619,15873595,2022-01-16 23:30
11630,13,Himachal Pradesh,11815825,6249029,5529607,2022-01-16 23:30
11631,14,Jammu and Kashmir,19874257,10212050,9587743,2022-01-16 23:30
11632,15,Jharkhand,32596749,20310117,12232223,2022-01-16 23:30
11633,16,Karnataka,91472367,50601334,40608482,2022-01-16 23:30
11634,17,Kerala,49558475,27404146,21982149,2022-01-16 23:30
11635,18,Ladakh,404535,224217,176746,2022-01-16 23:30
11636,19,Lakshadweep,113812,59199,53402,2022-01-16 23:30
11637,20,Madhya Pradesh,107488988,56335941,50812359,2022-01-16 23:30
11638,21,Maharashtra,143152182,84751268,58075204,2022-01-16 23:30
11639,22,Manipur,2387469,1361837,1019567,2022-01-16 23:30
11640,23,Meghalaya,2203524,1280230,912791,2022-01-16 23:30
11641,24,Mizoram,1395120,789998,598998,2022-01-16 23:30
11642,25,Nagaland,1386744,791734,591003,2022-01-16 23:30
11643,26,Odisha,54293626,31149165,22915301,2022-01-16 23:30
11644,27,Puducherry,1497774,906668,588801,2022-01-16 23:30
11645,28,Punjab,28951767,18066897,10851034,2022-01-16 23:30
11646,29,Rajasthan,88909377,50903322,37619803,2022-01-16 23:30
11647,30,Sikkim,1044511,550497,487240,2022-01-16 23:30
11648,31,Tamil Nadu,89867979,53369980,36417846,2022-01-16 23:30
11649,32,Telangana,50455351,29452463,20874781,2022-01-16 23:30
11650,33,Tripura,4864127,2699445,2150950,2022-01-16 23:30
11651,34,Uttar Pradesh,231463494,143831665,87222297,2022-01-16 23:30
11652,35,Uttarakhand,15141640,8334621,6722780,2022-01-16 23:30
11653,36,West Bengal,113965605,68102295,45609714,2022-01-16 23:30
11654,37,Daman and Diu,556543,307731,247387,2022-01-16 23:30
11655,1,Andaman and Nicobar Islands,623133,322272,298242,2022-01-17 23:30
11656,2,Andhra Pradesh,75653214,42367436,32994973,2022-01-17 23:30
11657,3,Arunachal Pradesh,1534658,858929,667758,2022-01-17 23:30
11658,4,Assam,40025479,22903571,17065480,2022-01-17 23:30
11659,5,Bihar,107489872,62367171,44880908,2022-01-17 23:30
11660,6,Chandigarh,1934090,1094838,831942,2022-01-17 23:30
11661,7,Chhattisgarh,32312394,19049372,13137987,2022-01-17 23:30
11662,8,Dadra and Nagar Haveli,746358,438098,306870,2022-01-17 23:30
11663,9,Delhi,28714569,16592833,11974382,2022-01-17 23:30
11664,10,Goa,2522452,1372000,1140035,2022-01-17 23:30
11665,11,Gujarat,95085628,50343149,44140051,2022-01-17 23:30
11666,12,Haryana,38084849,22071563,15945170,2022-01-17 23:30
11667,13,Himachal Pradesh,11832677,6255433,5532764,2022-01-17 23:30
11668,14,Jammu and Kashmir,19936686,10242282,9608899,2022-01-17 23:30
11669,15,Jharkhand,32764309,20409877,12290701,2022-01-17 23:30
11670,16,Karnataka,91775534,50715934,40760926,2022-01-17 23:30
11671,17,Kerala,49734464,27464477,22061581,2022-01-17 23:30
11672,18,Ladakh,405578,224543,176836,2022-01-17 23:30
11673,19,Lakshadweep,113950,59228,53420,2022-01-17 23:30
11674,20,Madhya Pradesh,107750083,56497891,50866107,2022-01-17 23:30
11675,21,Maharashtra,143759142,84964185,58416743,2022-01-17 23:30
11676,22,Manipur,2395982,1366309,1021746,2022-01-17 23:30
11677,23,Meghalaya,2214720,1287373,915566,2022-01-17 23:30
11678,24,Mizoram,1400920,792599,600658,2022-01-17 23:30
11679,25,Nagaland,1401132,802098,594214,2022-01-17 23:30
11680,26,Odisha,54476621,31226336,22996227,2022-01-17 23:30
11681,27,Puducherry,1503375,909547,590831,2022-01-17 23:30
11682,28,Punjab,29253139,18177036,11035742,2022-01-17 23:30
11683,29,Rajasthan,89273965,51074518,37765469,2022-01-17 23:30
11684,30,Sikkim,1047225,551458,487669,2022-01-17 23:30
11685,31,Tamil Nadu,90020127,53423083,36503245,2022-01-17 23:30
11686,32,Telangana,50737024,29522996,21066820,2022-01-17 23:30
11687,33,Tripura,4874725,2704013,2153141,2022-01-17 23:30
11688,34,Uttar Pradesh,234291569,145213428,88611312,2022-01-17 23:30
11689,35,Uttarakhand,15185906,8347685,6741609,2022-01-17 23:30
11690,36,West Bengal,114859894,68283725,46259654,2022-01-17 23:30
11691,37,Daman and Diu,557296,307901,247768,2022-01-17 23:30
11692,1,Andaman and Nicobar Islands,624071,322640,298531,2022-01-18 23:30
11693,2,Andhra Pradesh,76180324,42425014,33432584,2022-01-18 23:30
11694,3,Arunachal Pradesh,1540458,862003,669388,2022-01-18 23:30
11695,4,Assam,40218583,22949927,17197980,2022-01-18 23:30
11696,5,Bihar,107904000,62581050,45055542,2022-01-18 23:30
11697,6,Chandigarh,1939392,1097446,833976,2022-01-18 23:30
11698,7,Chhattisgarh,32438547,19084245,13217646,2022-01-18 23:30
11699,8,Dadra and Nagar Haveli,748082,438790,307782,2022-01-18 23:30
11700,9,Delhi,28840549,16663349,12014298,2022-01-18 23:30
11701,10,Goa,2526723,1373447,1141767,2022-01-18 23:30
11702,11,Gujarat,95413469,50450727,44292717,2022-01-18 23:30
11703,12,Haryana,38227898,22128220,16023173,2022-01-18 23:30
11704,13,Himachal Pradesh,11846701,6260600,5535869,2022-01-18 23:30
11705,14,Jammu and Kashmir,19998866,10271485,9632121,2022-01-18 23:30
11706,15,Jharkhand,32957471,20527170,12358049,2022-01-18 23:30
11707,16,Karnataka,92041988,50802860,40913280,2022-01-18 23:30
11708,17,Kerala,49873646,27519892,22113355,2022-01-18 23:30
11709,18,Ladakh,406459,224722,176894,2022-01-18 23:30
11710,19,Lakshadweep,114116,59308,53449,2022-01-18 23:30
11711,20,Madhya Pradesh,107953554,56615778,50914335,2022-01-18 23:30
11712,21,Maharashtra,144312775,85145516,58743548,2022-01-18 23:30
11713,22,Manipur,2403096,1369691,1024136,2022-01-18 23:30
11714,23,Meghalaya,2228891,1297705,918452,2022-01-18 23:30
11715,24,Mizoram,1407561,796303,602476,2022-01-18 23:30
11716,25,Nagaland,1414391,811430,597269,2022-01-18 23:30
11717,26,Odisha,54684713,31313500,23095129,2022-01-18 23:30
11718,27,Puducherry,1508413,912164,592768,2022-01-18 23:30
11719,28,Punjab,29599422,18307744,11244513,2022-01-18 23:30
11720,29,Rajasthan,89650352,51242000,37928306,2022-01-18 23:30
11721,30,Sikkim,1049336,552601,487914,2022-01-18 23:30
11722,31,Tamil Nadu,90248181,53535379,36606470,2022-01-18 23:30
11723,32,Telangana,51042240,29593822,21285548,2022-01-18 23:30
11724,33,Tripura,4884104,2708697,2154806,2022-01-18 23:30
11725,34,Uttar Pradesh,237157756,146599597,90029263,2022-01-18 23:30
11726,35,Uttarakhand,15227940,8360109,6760387,2022-01-18 23:30
11727,36,West Bengal,115666813,68459681,46833362,2022-01-18 23:30
11728,37,Daman and Diu,557948,308047,248077,2022-01-18 23:30
11729,1,Andaman and Nicobar Islands,624821,322905,298759,2022-01-19 23:30
11730,2,Andhra Pradesh,76642377,42487723,33810306,2022-01-19 23:30
11731,3,Arunachal Pradesh,1544868,864112,670771,2022-01-19 23:30
11732,4,Assam,40326346,22972871,17273186,2022-01-19 23:30
11733,5,Bihar,108300399,62754957,45255406,2022-01-19 23:30
11734,6,Chandigarh,1943754,1099556,835603,2022-01-19 23:30
11735,7,Chhattisgarh,32568156,19110620,13310482,2022-01-19 23:30
11736,8,Dadra and Nagar Haveli,749117,439149,308418,2022-01-19 23:30
11737,9,Delhi,28940282,16719608,12045099,2022-01-19 23:30
11738,10,Goa,2530260,1374559,1143230,2022-01-19 23:30
11739,11,Gujarat,95624296,50521505,44380706,2022-01-19 23:30
11740,12,Haryana,38335132,22167347,16084283,2022-01-19 23:30
11741,13,Himachal Pradesh,11857201,6264227,5538331,2022-01-19 23:30
11742,14,Jammu and Kashmir,20042770,10292860,9646878,2022-01-19 23:30
11743,15,Jharkhand,33115538,20623260,12411988,2022-01-19 23:30
11744,16,Karnataka,92447484,50889192,41199808,2022-01-19 23:30
11745,17,Kerala,49943912,27560840,22129758,2022-01-19 23:30
11746,18,Ladakh,407158,224845,176996,2022-01-19 23:30
11747,19,Lakshadweep,114211,59312,53471,2022-01-19 23:30
11748,20,Madhya Pradesh,108196495,56757684,50981957,2022-01-19 23:30
11749,21,Maharashtra,144775774,85292420,59018941,2022-01-19 23:30
11750,22,Manipur,2411123,1374642,1026095,2022-01-19 23:30
11751,23,Meghalaya,2240761,1306260,921127,2022-01-19 23:30
11752,24,Mizoram,1412542,799077,603355,2022-01-19 23:30
11753,25,Nagaland,1424771,818593,599646,2022-01-19 23:30
11754,26,Odisha,54917629,31392738,23226034,2022-01-19 23:30
11755,27,Puducherry,1512247,913770,594526,2022-01-19 23:30
11756,28,Punjab,29872768,18413345,11405595,2022-01-19 23:30
11757,29,Rajasthan,90012268,51372374,38117491,2022-01-19 23:30
11758,30,Sikkim,1051231,553419,488143,2022-01-19 23:30
11759,31,Tamil Nadu,90418058,53589038,36708432,2022-01-19 23:30
11760,32,Telangana,51318299,29662107,21480578,2022-01-19 23:30
11761,33,Tripura,4893151,2714036,2155963,2022-01-19 23:30
11762,34,Uttar Pradesh,239977296,147952420,91437921,2022-01-19 23:30
11763,35,Uttarakhand,15264780,8370067,6779073,2022-01-19 23:30
11764,36,West Bengal,116269397,68593630,47249610,2022-01-19 23:30
11765,37,Daman and Diu,558459,308167,248357,2022-01-19 23:30
11766,1,Andaman and Nicobar Islands,625434,323082,299000,2022-01-20 23:30
11767,2,Andhra Pradesh,77030701,42552287,34088850,2022-01-20 23:30
11768,3,Arunachal Pradesh,1548325,865690,671891,2022-01-20 23:30
11769,4,Assam,40467233,23006298,17370403,2022-01-20 23:30
11770,5,Bihar,108740011,62966546,45462590,2022-01-20 23:30
11771,6,Chandigarh,1947595,1101227,837133,2022-01-20 23:30
11772,7,Chhattisgarh,32689765,19128925,13405893,2022-01-20 23:30
11773,8,Dadra and Nagar Haveli,750206,439480,309095,2022-01-20 23:30
11774,9,Delhi,29032264,16765042,12077793,2022-01-20 23:30
11775,10,Goa,2533182,1375167,1144470,2022-01-20 23:30
11776,11,Gujarat,95839140,50587686,44470345,2022-01-20 23:30
11777,12,Haryana,38456364,22211262,16154764,2022-01-20 23:30
11778,13,Himachal Pradesh,11867309,6267247,5540762,2022-01-20 23:30
11779,14,Jammu and Kashmir,20088664,10314020,9664021,2022-01-20 23:30
11780,15,Jharkhand,33300849,20741727,12471587,2022-01-20 23:30
11781,16,Karnataka,92702309,50945731,41366512,2022-01-20 23:30
11782,17,Kerala,50110246,27639752,22178623,2022-01-20 23:30
11783,18,Ladakh,407854,224911,177048,2022-01-20 23:30
11784,19,Lakshadweep,114336,59313,53507,2022-01-20 23:30
11785,20,Madhya Pradesh,108355122,56838901,51028453,2022-01-20 23:30
11786,21,Maharashtra,145227185,85432541,59284973,2022-01-20 23:30
11787,22,Manipur,2418561,1378595,1028164,2022-01-20 23:30
11788,23,Meghalaya,2253507,1315692,923678,2022-01-20 23:30
11789,24,Mizoram,1417058,801015,604645,2022-01-20 23:30
11790,25,Nagaland,1431530,823012,601394,2022-01-20 23:30
11791,26,Odisha,55162339,31466877,23375185,2022-01-20 23:30
11792,27,Puducherry,1515831,915189,596225,2022-01-20 23:30
11793,28,Punjab,30188118,18536444,11590989,2022-01-20 23:30
11794,29,Rajasthan,90288253,51469315,38262360,2022-01-20 23:30
11795,30,Sikkim,1053849,554795,488469,2022-01-20 23:30
11796,31,Tamil Nadu,90636319,53649192,36831266,2022-01-20 23:30
11797,32,Telangana,51621827,29729917,21701449,2022-01-20 23:30
11798,33,Tripura,4905466,2722060,2157193,2022-01-20 23:30
11799,34,Uttar Pradesh,242850280,149277669,92920682,2022-01-20 23:30
11800,35,Uttarakhand,15298400,8378661,6796002,2022-01-20 23:30
11801,36,West Bengal,116699124,68690941,47537332,2022-01-20 23:30
11802,37,Daman and Diu,558918,308249,248627,2022-01-20 23:30
11803,1,Andaman and Nicobar Islands,626045,323269,299217,2022-01-21 23:30
11804,2,Andhra Pradesh,77439406,42605815,34406553,2022-01-21 23:30
11805,3,Arunachal Pradesh,1552383,867328,673418,2022-01-21 23:30
11806,4,Assam,40592967,23036712,17456086,2022-01-21 23:30
11807,5,Bihar,109156139,63160329,45659476,2022-01-21 23:30
11808,6,Chandigarh,1951385,1102773,838608,2022-01-21 23:30
11809,7,Chhattisgarh,32790103,19142984,13484575,2022-01-21 23:30
11810,8,Dadra and Nagar Haveli,751002,439706,309603,2022-01-21 23:30
11811,9,Delhi,29108165,16802603,12105259,2022-01-21 23:30
11812,10,Goa,2536116,1376058,1145659,2022-01-21 23:30
11813,11,Gujarat,96051965,50660072,44559599,2022-01-21 23:30
11814,12,Haryana,38569855,22248835,16223417,2022-01-21 23:30
11815,13,Himachal Pradesh,11876505,6269471,5542968,2022-01-21 23:30
11816,14,Jammu and Kashmir,20131758,10331128,9683578,2022-01-21 23:30
11817,15,Jharkhand,33495315,20871709,12529214,2022-01-21 23:30
11818,16,Karnataka,93003762,51014560,41556157,2022-01-21 23:30
11819,17,Kerala,50266389,27707273,22228809,2022-01-21 23:30
11820,18,Ladakh,409040,225008,177120,2022-01-21 23:30
11821,19,Lakshadweep,114430,59335,53526,2022-01-21 23:30
11822,20,Madhya Pradesh,108470160,56903773,51057856,2022-01-21 23:30
11823,21,Maharashtra,145662087,85564287,59543170,2022-01-21 23:30
11824,22,Manipur,2427316,1383736,1030189,2022-01-21 23:30
11825,23,Meghalaya,2260302,1320075,925131,2022-01-21 23:30
11826,24,Mizoram,1420743,802706,605511,2022-01-21 23:30
11827,25,Nagaland,1438814,827653,603278,2022-01-21 23:30
11828,26,Odisha,55372263,31536695,23495565,2022-01-21 23:30
11829,27,Puducherry,1518544,916102,597582,2022-01-21 23:30
11830,28,Punjab,30483024,18654098,11761864,2022-01-21 23:30
11831,29,Rajasthan,90581598,51580013,38412011,2022-01-21 23:30
11832,30,Sikkim,1055623,555594,488735,2022-01-21 23:30
11833,31,Tamil Nadu,90807360,53701108,36931428,2022-01-21 23:30
11834,32,Telangana,51860314,29783488,21875744,2022-01-21 23:30
11835,33,Tripura,4916348,2729351,2158228,2022-01-21 23:30
11836,34,Uttar Pradesh,245311206,150401825,94198774,2022-01-21 23:30
11837,35,Uttarakhand,15334390,8386669,6815505,2022-01-21 23:30
11838,36,West Bengal,117464815,68811038,48124059,2022-01-21 23:30
11839,37,Daman and Diu,559385,308361,248883,2022-01-21 23:30
11840,1,Andaman and Nicobar Islands,627314,324093,299422,2022-01-22 23:30
11841,2,Andhra Pradesh,77942882,42662479,34788118,2022-01-22 23:30
11842,3,Arunachal Pradesh,1554584,868311,674178,2022-01-22 23:30
11843,4,Assam,40687033,23057398,17522962,2022-01-22 23:30
11844,5,Bihar,109622211,63387791,45875294,2022-01-22 23:30
11845,6,Chandigarh,1954790,1104141,840022,2022-01-22 23:30
11846,7,Chhattisgarh,32894331,19159796,13564831,2022-01-22 23:30
11847,8,Dadra and Nagar Haveli,751904,439957,310190,2022-01-22 23:30
11848,9,Delhi,29182414,16834411,12137689,2022-01-22 23:30
11849,10,Goa,2539275,1376918,1147125,2022-01-22 23:30
11850,11,Gujarat,96240804,50726479,44639425,2022-01-22 23:30
11851,12,Haryana,38641590,22269724,16268784,2022-01-22 23:30
11852,13,Himachal Pradesh,11883771,6271273,5544478,2022-01-22 23:30
11853,14,Jammu and Kashmir,20171836,10348767,9700039,2022-01-22 23:30
11854,15,Jharkhand,33679072,20992478,12585273,2022-01-22 23:30
11855,16,Karnataka,93262656,51068587,41721672,2022-01-22 23:30
11856,17,Kerala,50393853,27761534,22268559,2022-01-22 23:30
11857,18,Ladakh,410711,225076,177156,2022-01-22 23:30
11858,19,Lakshadweep,114475,59349,53538,2022-01-22 23:30
11859,20,Madhya Pradesh,108603096,56976470,51096823,2022-01-22 23:30
11860,21,Maharashtra,146038918,85674723,59764475,2022-01-22 23:30
11861,22,Manipur,2435698,1388287,1032482,2022-01-22 23:30
11862,23,Meghalaya,2263844,1322546,925878,2022-01-22 23:30
11863,24,Mizoram,1421457,802887,605620,2022-01-22 23:30
11864,25,Nagaland,1441038,829098,603696,2022-01-22 23:30
11865,26,Odisha,55555911,31607554,23596290,2022-01-22 23:30
11866,27,Puducherry,1521273,917159,598909,2022-01-22 23:30
11867,28,Punjab,30736871,18754912,11906040,2022-01-22 23:30
11868,29,Rajasthan,90853374,51677501,38556022,2022-01-22 23:30
11869,30,Sikkim,1056118,555895,488788,2022-01-22 23:30
11870,31,Tamil Nadu,91795599,53953590,37636290,2022-01-22 23:30
11871,32,Telangana,52138138,29843923,22081307,2022-01-22 23:30
11872,33,Tripura,4920655,2731095,2159170,2022-01-22 23:30
11873,34,Uttar Pradesh,247734159,151472283,95492924,2022-01-22 23:30
11874,35,Uttarakhand,15367802,8392210,6835581,2022-01-22 23:30
11875,36,West Bengal,117972515,68895620,48510188,2022-01-22 23:30
11876,37,Daman and Diu,559840,308474,249090,2022-01-22 23:30
11877,1,Andaman and Nicobar Islands,629208,325969,299428,2022-01-23 23:30
11878,2,Andhra Pradesh,78123659,42676319,34935917,2022-01-23 23:30
11879,3,Arunachal Pradesh,1554735,868398,674230,2022-01-23 23:30
11880,4,Assam,40725944,23062744,17554735,2022-01-23 23:30
11881,5,Bihar,109858895,63481641,46008259,2022-01-23 23:30
11882,6,Chandigarh,1955495,1104406,840315,2022-01-23 23:30
11883,7,Chhattisgarh,32933264,19163992,13597575,2022-01-23 23:30
11884,8,Dadra and Nagar Haveli,752093,439990,310332,2022-01-23 23:30
11885,9,Delhi,29194162,16839347,12143263,2022-01-23 23:30
11886,10,Goa,2539474,1376958,1147228,2022-01-23 23:30
11887,11,Gujarat,96354680,50752399,44710961,2022-01-23 23:30
11888,12,Haryana,38678905,22283640,16289991,2022-01-23 23:30
11889,13,Himachal Pradesh,11883797,6271274,5544482,2022-01-23 23:30
11890,14,Jammu and Kashmir,20196938,10361783,9710758,2022-01-23 23:30
11891,15,Jharkhand,33807280,21070767,12631647,2022-01-23 23:30
11892,16,Karnataka,93395217,51095479,41813772,2022-01-23 23:30
11893,17,Kerala,50398172,27762173,22270155,2022-01-23 23:30
11894,18,Ladakh,410712,225076,177157,2022-01-23 23:30
11895,19,Lakshadweep,114476,59349,53538,2022-01-23 23:30
11896,20,Madhya Pradesh,108632813,56994262,51104987,2022-01-23 23:30
11897,21,Maharashtra,146082535,85687197,59791402,2022-01-23 23:30
11898,22,Manipur,2436870,1388635,1032945,2022-01-23 23:30
11899,23,Meghalaya,2264081,1322727,925925,2022-01-23 23:30
11900,24,Mizoram,1421562,802920,605692,2022-01-23 23:30
11901,25,Nagaland,1442356,829960,604101,2022-01-23 23:30
11902,26,Odisha,55666444,31647279,23663224,2022-01-23 23:30
11903,27,Puducherry,1522011,917397,599333,2022-01-23 23:30
11904,28,Punjab,30957196,18833100,12038768,2022-01-23 23:30
11905,29,Rajasthan,90946361,51718637,38602189,2022-01-23 23:30
11906,30,Sikkim,1056118,555895,488788,2022-01-23 23:30
11907,31,Tamil Nadu,91973896,54009966,37754995,2022-01-23 23:30
11908,32,Telangana,52335647,29878917,22239591,2022-01-23 23:30
11909,33,Tripura,4920741,2731163,2159176,2022-01-23 23:30
11910,34,Uttar Pradesh,249151405,152106986,96253901,2022-01-23 23:30
11911,35,Uttarakhand,15378949,8393501,6843091,2022-01-23 23:30
11912,36,West Bengal,118053096,68901827,48579957,2022-01-23 23:30
11913,37,Daman and Diu,559869,308482,249107,2022-01-23 23:30
11914,1,Andaman and Nicobar Islands,629720,326106,299607,2022-01-24 23:30
11915,2,Andhra Pradesh,78497356,42714073,35207971,2022-01-24 23:30
11916,3,Arunachal Pradesh,1558700,870089,675594,2022-01-24 23:30
11917,4,Assam,40840431,23085976,17636577,2022-01-24 23:30
11918,5,Bihar,110295439,63668326,46236639,2022-01-24 23:30
11919,6,Chandigarh,1957676,1105100,841280,2022-01-24 23:30
11920,7,Chhattisgarh,33045331,19181434,13682892,2022-01-24 23:30
11921,8,Dadra and Nagar Haveli,752949,440256,310853,2022-01-24 23:30
11922,9,Delhi,29279584,16876283,12179109,2022-01-24 23:30
11923,10,Goa,2542800,1377586,1148934,2022-01-24 23:30
11924,11,Gujarat,96541589,50813704,44782041,2022-01-24 23:30
11925,12,Haryana,38784131,22321072,16350785,2022-01-24 23:30
11926,13,Himachal Pradesh,11890028,6272422,5545886,2022-01-24 23:30
11927,14,Jammu and Kashmir,20234853,10379725,9723471,2022-01-24 23:30
11928,15,Jharkhand,33978083,21173268,12694025,2022-01-24 23:30
11929,16,Karnataka,93655080,51155836,41969931,2022-01-24 23:30
11930,17,Kerala,50533226,27794952,22328209,2022-01-24 23:30
11931,18,Ladakh,412238,225160,177215,2022-01-24 23:30
11932,19,Lakshadweep,114519,59349,53544,2022-01-24 23:30
11933,20,Madhya Pradesh,108776512,57068803,51148458,2022-01-24 23:30
11934,21,Maharashtra,146490753,85794019,60033673,2022-01-24 23:30
11935,22,Manipur,2445429,1393074,1034967,2022-01-24 23:30
11936,23,Meghalaya,2266122,1323957,926457,2022-01-24 23:30
11937,24,Mizoram,1426124,804544,606758,2022-01-24 23:30
11938,25,Nagaland,1448403,833407,606007,2022-01-24 23:30
11939,26,Odisha,55872860,31705240,23794553,2022-01-24 23:30
11940,27,Puducherry,1524838,918381,600736,2022-01-24 23:30
11941,28,Punjab,31233295,18942672,12193654,2022-01-24 23:30
11942,29,Rajasthan,91270257,51823021,38777089,2022-01-24 23:30
11943,30,Sikkim,1058345,556668,489054,2022-01-24 23:30
11944,31,Tamil Nadu,92152817,54063379,37865434,2022-01-24 23:30
11945,32,Telangana,52631087,29937905,22463648,2022-01-24 23:30
